time_sec,time_nsec,seq,lon,lat,alt,qx,qy,qz,qw
1777016987,214637306,11260,121.29763678566665,31.534072324500002,3.2776,0.0,0.0,0.0,1.0
1777016987,264440152,11261,121.29763678566665,31.534072324500002,3.2776,0.0,0.0,0.0,1.0
1777016987,314480466,11262,121.29763678566665,31.534072324500002,3.2776,0.0,0.0,0.0,1.0
1777016987,364432391,11263,121.29763678566665,31.534072324500002,3.2776,0.0,0.0,0.0,1.0
1777016987,414596358,11264,121.29763538883331,31.534072769999998,3.409,0.0,0.0,0.0,1.0
1777016987,464723367,11265,121.29763412066669,31.53407398183333,3.4136,0.0,0.0,0.0,1.0
1777016987,514537446,11266,121.297633915,31.53407423333333,3.4187,0.0,0.0,0.0,1.0
1777016987,564611343,11267,121.29763367633335,31.534074447833337,3.4182,0.0,0.0,0.0,1.0
1777016987,614489854,11268,121.29763345883333,31.534074683000004,3.4159,0.0,0.0,0.0,1.0
1777016987,664538319,11269,121.29763324066668,31.534074905333334,3.4167,0.0,0.0,0.0,1.0
1777016987,714472447,11270,121.29763303683333,31.534075136500004,3.3957,0.0,0.0,0.0,1.0
1777016987,764441752,11271,121.29763282516666,31.534075348833333,3.3914,0.0,0.0,0.0,1.0
1777016987,814470103,11272,121.29763267866669,31.534075516833333,3.4056,0.0,0.0,0.0,1.0
1777016987,864457123,11273,121.29763246466668,31.534075731999998,3.3973,0.0,0.0,0.0,1.0
1777016987,914586450,11274,121.29763226450001,31.5340759,3.4046,0.0,0.0,0.0,1.0
1777016987,964446912,11275,121.29763209766666,31.53407610533333,3.4035,0.0,0.0,0.0,1.0
1777016988,14456389,11276,121.29763209766666,31.53407610533333,3.4035,0.0,0.0,0.0,1.0
1777016988,64416859,11277,121.29763209766666,31.53407610533333,3.4035,0.0,0.0,0.0,1.0
1777016988,114463227,11278,121.29763209766666,31.53407610533333,3.4035,0.0,0.0,0.0,1.0
1777016988,164422009,11279,121.29763209766666,31.53407610533333,3.4035,0.0,0.0,0.0,1.0
1777016988,214452275,11280,121.297631946,31.534076269833335,3.4105,0.0,0.0,0.0,1.0
1777016988,264524233,11281,121.297631946,31.534076269833335,3.4105,0.0,0.0,0.0,1.0
1777016988,314540502,11282,121.297631946,31.534076269833335,3.4105,0.0,0.0,0.0,1.0
1777016988,364429287,11283,121.297631946,31.534076269833335,3.4105,0.0,0.0,0.0,1.0
1777016988,414467760,11284,121.29763169783334,31.534077384166668,3.6459,0.0,0.0,0.0,1.0
1777016988,464442564,11285,121.29763042433333,31.534078323499998,3.6443,0.0,0.0,0.0,1.0
1777016988,514471652,11286,121.29763018133332,31.534078516999998,3.6485,0.0,0.0,0.0,1.0
1777016988,564450580,11287,121.29762991016666,31.534078730166666,3.6462,0.0,0.0,0.0,1.0
1777016988,614471141,11288,121.2976296685,31.534078942833336,3.6452,0.0,0.0,0.0,1.0
1777016988,664432863,11289,121.29762946950001,31.5340791415,3.6427,0.0,0.0,0.0,1.0
1777016988,714552138,11290,121.29762919033334,31.534079351333336,3.6386,0.0,0.0,0.0,1.0
1777016988,764472006,11291,121.2976290005,31.53407955266667,3.6457,0.0,0.0,0.0,1.0
1777016988,814620633,11292,121.29762878633333,31.53407975766667,3.6357,0.0,0.0,0.0,1.0
1777016988,864534217,11293,121.297628581,31.53407993883333,3.6305,0.0,0.0,0.0,1.0
1777016988,914526936,11294,121.29762839499999,31.534080103666664,3.6322,0.0,0.0,0.0,1.0
1777016988,964465390,11295,121.29762818083333,31.53408032583333,3.6339,0.0,0.0,0.0,1.0
1777016989,14460550,11296,121.29762818083333,31.53408032583333,3.6339,0.0,0.0,0.0,1.0
1777016989,64551874,11297,121.29762818083333,31.53408032583333,3.6339,0.0,0.0,0.0,1.0
1777016989,114436409,11298,121.29762818083333,31.53408032583333,3.6339,0.0,0.0,0.0,1.0
1777016989,164417889,11299,121.29762818083333,31.53408032583333,3.6339,0.0,0.0,0.0,1.0
1777016989,214456358,11300,121.29762797016669,31.534080527999997,3.632,0.0,0.0,0.0,1.0
1777016989,264429509,11301,121.29762797016669,31.534080527999997,3.632,0.0,0.0,0.0,1.0
1777016989,314440967,11302,121.29762797016669,31.534080527999997,3.632,0.0,0.0,0.0,1.0
1777016989,364454678,11303,121.29762797016669,31.534080527999997,3.632,0.0,0.0,0.0,1.0
1777016989,414535464,11304,121.2976279295,31.534080817333333,3.8041,0.0,0.0,0.0,1.0
1777016989,464441166,11305,121.29762679566666,31.5340817275,3.8062,0.0,0.0,0.0,1.0
1777016989,514447548,11306,121.29762653049998,31.534081918166667,3.8077,0.0,0.0,0.0,1.0
1777016989,564436806,11307,121.29762628499999,31.534082066333333,3.8096,0.0,0.0,0.0,1.0
1777016989,614562245,11308,121.29762603933335,31.534082254166666,3.8064,0.0,0.0,0.0,1.0
1777016989,664435252,11309,121.29762579066667,31.534082441166667,3.8073,0.0,0.0,0.0,1.0
1777016989,714604453,11310,121.297625585,31.534082648833337,3.812,0.0,0.0,0.0,1.0
1777016989,764442146,11311,121.29762538316666,31.53408278366667,3.8077,0.0,0.0,0.0,1.0
1777016989,814495079,11312,121.29762515666668,31.534082975,3.7993,0.0,0.0,0.0,1.0
1777016989,864604484,11313,121.2976249355,31.53408314383333,3.7996,0.0,0.0,0.0,1.0
1777016989,914599392,11314,121.29762471566667,31.53408328633333,3.8076,0.0,0.0,0.0,1.0
1777016989,964915818,11315,121.29762448783335,31.53408348183333,3.8079,0.0,0.0,0.0,1.0
1777016990,14419706,11316,121.29762448783335,31.53408348183333,3.8079,0.0,0.0,0.0,1.0
1777016990,64420716,11317,121.29762448783335,31.53408348183333,3.8079,0.0,0.0,0.0,1.0
1777016990,114438970,11318,121.29762448783335,31.53408348183333,3.8079,0.0,0.0,0.0,1.0
1777016990,164434775,11319,121.29762448783335,31.53408348183333,3.8079,0.0,0.0,0.0,1.0
1777016990,214581725,11320,121.29762424333333,31.53408367016667,3.8048,0.0,0.0,0.0,1.0
1777016990,264432138,11321,121.29762424333333,31.53408367016667,3.8048,0.0,0.0,0.0,1.0
1777016990,314501104,11322,121.29762424333333,31.53408367016667,3.8048,0.0,0.0,0.0,1.0
1777016990,364430169,11323,121.29762424333333,31.53408367016667,3.8048,0.0,0.0,0.0,1.0
1777016990,414673529,11324,121.29762272666667,31.53408421616667,3.891,0.0,0.0,0.0,1.0
1777016990,464456732,11325,121.29762151300001,31.534085045333335,3.8902,0.0,0.0,0.0,1.0
1777016990,514451361,11326,121.29762127933333,31.53408521866667,3.873,0.0,0.0,0.0,1.0
1777016990,564441704,11327,121.2976210885,31.5340853695,3.8859,0.0,0.0,0.0,1.0
1777016990,614456040,11328,121.29762087033332,31.53408551383333,3.8851,0.0,0.0,0.0,1.0
1777016990,664474214,11329,121.29762065183334,31.534085680500002,3.8848,0.0,0.0,0.0,1.0
1777016990,714573209,11330,121.29762040066667,31.53408586966667,3.8965,0.0,0.0,0.0,1.0
1777016990,764439893,11331,121.29762018233332,31.534086064833332,3.8982,0.0,0.0,0.0,1.0
1777016990,814458385,11332,121.29761995383333,31.534086211333335,3.8939,0.0,0.0,0.0,1.0
1777016990,864439997,11333,121.29761972133335,31.534086360666667,3.8894,0.0,0.0,0.0,1.0
1777016990,914456034,11334,121.29761951666666,31.53408654733333,3.8906,0.0,0.0,0.0,1.0
1777016990,964436416,11335,121.29761923266666,31.53408669866667,3.8849,0.0,0.0,0.0,1.0
1777016991,14426560,11336,121.29761923266666,31.53408669866667,3.8849,0.0,0.0,0.0,1.0
1777016991,64420857,11337,121.29761923266666,31.53408669866667,3.8849,0.0,0.0,0.0,1.0
1777016991,114474970,11338,121.29761923266666,31.53408669866667,3.8849,0.0,0.0,0.0,1.0
1777016991,164429552,11339,121.29761923266666,31.53408669866667,3.8849,0.0,0.0,0.0,1.0
